mstar = 0.6081 Msun, Rstar = 3.4113 Rsun, Tstar = 4218.8, mdisk = 0.00066195 Msun, Rc = 34.993 AU, Rin = 0.1087 AU, Rout = 189.17 AU, inclination = 45 degree, powerlaw = -1 
         130
  
  0.2997900000000E+11   0.1143442855172E-23
  0.3951060000000E+11   0.2593530834241E-23
  0.5207280000000E+11   0.5880080714166E-23
  0.6862910000000E+11   0.1331599539271E-22
  0.9044930000000E+11   0.3009554293807E-22
  0.1192070000000E+12   0.6781823956681E-22
  0.1571080000000E+12   0.1521898086299E-21
  0.2070600000000E+12   0.3395915975621E-21
  0.2728930000000E+12   0.7519740926155E-21
  0.3596580000000E+12   0.1760919363605E-20
  0.4740100000000E+12   0.4721766521112E-20
  0.6247180000000E+12   0.1248901972904E-19
  0.8233440000000E+12   0.3219683408500E-19
  0.1085120000000E+13   0.7982146935288E-19
  0.1430130000000E+13   0.1863252041386E-18
  0.1884830000000E+13   0.3986120003550E-18
  0.2484100000000E+13   0.7531643052199E-18
  0.3273910000000E+13   0.1198148352608E-17
  0.4314820000000E+13   0.1543486819837E-17
  0.5686700000000E+13   0.1615431344508E-17
  0.7494750000000E+13   0.1481880232695E-17
  0.7682960000000E+13   0.1464925512369E-17
  0.7875890000000E+13   0.1446969370821E-17
  0.8073670000000E+13   0.1427852862254E-17
  0.8276410000000E+13   0.1407664163517E-17
  0.8484250000000E+13   0.1386689858418E-17
  0.8697300000000E+13   0.1366830774922E-17
  0.8915700000000E+13   0.1345763132737E-17
  0.9139590000000E+13   0.1326391332625E-17
  0.9369100000000E+13   0.1306309434884E-17
  0.9604380000000E+13   0.1286637718565E-17
  0.9845560000000E+13   0.1267283323526E-17
  0.1009280000000E+14   0.1246803823404E-17
  0.1034620000000E+14   0.1226261917493E-17
  0.1060610000000E+14   0.1204366574685E-17
  0.1087240000000E+14   0.1183973721220E-17
  0.1114540000000E+14   0.1162669661883E-17
  0.1142530000000E+14   0.1141645170025E-17
  0.1171220000000E+14   0.1120594107245E-17
  0.1200630000000E+14   0.1098552775071E-17
  0.1230780000000E+14   0.1076381620408E-17
  0.1261690000000E+14   0.1053069811886E-17
  0.1293370000000E+14   0.1031887006158E-17
  0.1325850000000E+14   0.1009891200073E-17
  0.1359150000000E+14   0.9882499892252E-18
  0.1393280000000E+14   0.9665520059827E-18
  0.1428260000000E+14   0.9448217249671E-18
  0.1464130000000E+14   0.9249532277318E-18
  0.1500900000000E+14   0.9039805608385E-18
  0.1538590000000E+14   0.8779459606306E-18
  0.1577220000000E+14   0.8514162943454E-18
  0.1616830000000E+14   0.8120151075873E-18
  0.1657430000000E+14   0.7666182355584E-18
  0.1699050000000E+14   0.7189361464470E-18
  0.1741720000000E+14   0.6624420019274E-18
  0.1785460000000E+14   0.6097879843737E-18
  0.1830290000000E+14   0.5554079267096E-18
  0.1876260000000E+14   0.5047160451010E-18
  0.1923370000000E+14   0.4596551748737E-18
  0.1971670000000E+14   0.4189400849023E-18
  0.2021180000000E+14   0.3836240236072E-18
  0.2071940000000E+14   0.3558606354834E-18
  0.2123970000000E+14   0.3305343147814E-18
  0.2177310000000E+14   0.3266444606434E-18
  0.2231980000000E+14   0.3222822176654E-18
  0.2288030000000E+14   0.3238216882288E-18
  0.2345490000000E+14   0.3266236423327E-18
  0.2404390000000E+14   0.3297836716768E-18
  0.2464770000000E+14   0.3343293470080E-18
  0.2526660000000E+14   0.3373080988639E-18
  0.2590110000000E+14   0.3409147512809E-18
  0.2655150000000E+14   0.3430075250303E-18
  0.2721830000000E+14   0.3475367876500E-18
  0.2790180000000E+14   0.3517365013217E-18
  0.2860240000000E+14   0.3532632257558E-18
  0.2932070000000E+14   0.3520467643291E-18
  0.3005700000000E+14   0.3498421243410E-18
  0.3081180000000E+14   0.3427639979198E-18
  0.3158550000000E+14   0.3359857700786E-18
  0.3237870000000E+14   0.3112431383531E-18
  0.3319170000000E+14   0.2822885181161E-18
  0.3402530000000E+14   0.2551235241883E-18
  0.3487970000000E+14   0.2294610055222E-18
  0.3575560000000E+14   0.2047499913697E-18
  0.3665350000000E+14   0.1816622523373E-18
